HumanSymbol	MouseSymbol
CTNNA2	Ctnna2
DMP1	Dmp1
DYNC1I1	Dync1i1
GOLGB1	Golgb1
HSD17B10	Hsd17b10
NARS	Nars
USP9Y	Usp9y
NUMBL	Numbl
KL	Kl
MED26	Med26
NAPSA	Napsa
SLC4A8	Slc4a8
VPS26A	Vps26a
WTAP	Wtap
HDAC1	Hdac1
KCNC4	Kcnc4
LIMS1	Lims1
SERPINB10	Serpinb10
RAC3	Rac3
RPL3L	Rpl3l
SLC27A4	Slc27a4
GFPT2	Gfpt2
SLC23A2	Slc23a2
MED12	Med12
NUP153	Nup153
SCO2	Sco2
ANXA3	Anxa3
ACTC1	Actc1
APLP1	Aplp1
GATA6	Gata6
GGT1	Ggt1
GNB2	Gnb2
PDIA3	Pdia3
HIST1H1C	Hist1h1c
HIST1H1D	Hist1h1d
HAS3	Has3
HIP1	Hip1
HSP90AA1	Hsp90aa1
PLXNB3	Plxnb3
HSD11B1	Hsd11b1
HSPG2	Hspg2
PPP3CC	Ppp3cc
TAF12	Taf12
NELFA	Nelfa
REEP5	Reep5
ZNF239	Zfp239
ULK3	Ulk3
ACTR3	Actr3
DDX39A	Ddx39
CD96	Cd96
STAM2	Stam2
PTK6	Ptk6
TUBA4A	Tuba4a
TUBA1A	Tuba1a
NMUR1	Nmur1
TUBB3	Tubb3
TUBB4B	Tubb4b
DDR2	Ddr2
PCBP1	Pcbp1
PHKG1	Phkg1
POU3F3	Pou3f3
MYL12B	Myl12a
ERF	Erf
REG1B	Reg2
SLC2A1	Slc2a1
RRAGA	Rraga
HSPA8	Hspa8
HBS1L	Hbs1l
WASF3	Wasf3
HPSE	Hpse
CDH10	Cdh10
SLC20A2	Slc20a2
ILVBL	Ilvbl
KDELR3	Kdelr3
SHOX2	Shox2
BTNL9	Btnl9
RPL10A	Rpl10a
OR2H2	Olfr90
POMT1	Pomt1
KLF8	Klf8
GABARAPL2	Gabarapl2
PPP2R1A	Ppp2r1a
HSPA2	Hspa2
COQ4	Coq4
RAB11B	Rab11b
SEH1L	Seh1l
TMED9	Tmed9
RAP1B	Rap1b
RPF1	Rpf1
HIPK2	Hipk2
NUP62	Nup62
FBXL20	Fbxl20
SLC25A34	Slc25a34
SEC14L4	Sec14l4
OSBPL8	Osbpl8
RPL10L	Rpl10l
GPT2	Gpt2
PPP4R3B	Ppp4r3b
IMP4	Imp4
ALG11	Alg11
AMMECR1	Ammecr1
DDX11	Ddx11
RHOA	Rhoa
DMBT1	Dmbt1
GRIK1	Grik1
AP2A1	Ap2a1
ARX	Arx
ELOVL3	Elovl3
MARK2	Mark2
GAS7	Gas7
GRID1	Grid1
INPP5B	Inpp5b
KIF4A	Kif4
NMT1	Nmt1
NXN	Nxn
PIP5K1C	Pip5k1c
BPIFA2	Bpifa2
RAC1	Rac1
TUBA1C	Tuba1c
ZFP28	Zfp28
ZFP92	Zfp92
FGFR1	Fgfr1
GAB2	Gab2
GLRA4	Glra4
MAPKAPK5	Mapkapk5
MYEF2	Myef2
MYL6	Myl6
PURB	Purb
SIX4	Six4
SLC8A1	Slc8a1
TUBB	Tubb5
FMNL3	Fmnl3
ZNF717	Zfp39
IKZF4	Ikzf4
CA14	Car14
ESRRB	Esrrb
MAPKBP1	Mapkbp1
MAP3K3	Map3k3
PCLO	Pclo
ASNS	Asns
HYAL4	Hyal4
ARHGAP45	Arhgap45
FBXL7	Fbxl7
SLC13A4	Slc13a4
ATP2A3	Atp2a3
VPS4A	Vps4a
ANKRD11	Ankrd11
GNB4	Gnb4
SH2D3C	Sh2d3c
HSD3B2	Hsd3b1
PSTPIP2	Pstpip2
OPN4	Opn4
HACD1	Hacd1
COA3	Coa3
CNTNAP2	Cntnap2
DYNLRB1	Dynlrb1
SRPK3	Srpk3
VPS41	Vps41
RNF115	Rnf115
SULT1B1	Sult1b1
SLC2A8	Slc2a8
DHX34	Dhx34
MON1B	Mon1b
ABLIM3	Ablim3
WWC1	Wwc1
SASH1	Sash1
PUM2	Pum2
DAAM2	Daam2
CNOT6	Cnot6
ERC2	Erc2
NBEA	Nbea
COQ2	Coq2
GEMIN4	Gemin4
ATP9A	Atp9a
RPS27L	Rps27l
MRPL2	Mrpl2
ADIPOR1	Adipor1
SLC25A39	Slc25a39
ASB2	Asb2
VPS28	Vps28
CYB5R4	Cyb5r4
ACSL5	Acsl5
HSD17B11	Hsd17b11
CAB39	Cab39
COPZ2	Copz2
TUBG2	Tubg2
PHF7	Phf7
ICK	Ick
RAB8B	Rab8b
SLC15A3	Slc15a3
ZNF316	Zfp316
KLHDC4	Klhdc4
KIF27	Kif27
SLC2A6	Slc2a6
DYM	Dym
GIN1	Gin1
CYP2W1	Cyp2w1
OSBPL10	Osbpl10
ACSM5	Acsm5
URGCP	Urgcp
KDM4D	Kdm4d
RBM22	Rbm22
FAR2	Far2
UEVLD	Uevld
MCTP2	Mctp2
PECR	Pecr
CHST12	Chst12
CPXM2	Cpxm2
PCDHGA2	Pcdhga2
PCDHGA5	Pcdhga5
PCDHB2	Pcdhb2
SMOX	Smox
EPB41L4B	Epb41l4b
RPS6KA4	Rps6ka4
SLC2A9	Slc2a9
AGPAT4	Agpat4
SDR39U1	Sdr39u1
CHPT1	Chpt1
MAN1C1	Man1c1
ABO	Abo
PLIN4	Plin4
ZNF512B	Zfp512b
NLN	Nln
XPO5	Xpo5
NLGN2	Nlgn2
ARRDC3	Arrdc3
ZNF248	Zfp248
CACNA1I	Cacna1i
AHCYL2	Ahcyl2
RBFOX1	Rbfox1
NEK7	Nek7
MYL10	Myl10
CDHR5	Cdhr5
KLK14	Klk14
KCNK13	Kcnk13
PDF	Pdf
HIST1H2BA	Hist1h2ba
EPS8L2	Eps8l2
MAP1LC3B	Map1lc3b
TUT1	Tut1
YIPF7	Yipf7
C17orf53	BC030867
SPATA5L1	Spata5l1
TRAPPC6A	Trappc6a
DHX58	Dhx58
STX1B	Stx1b
OSBPL9	Osbpl9
C11orf80	Gm960
TBL1XR1	Tbl1xr1
SLC25A22	Slc25a22
MOB3B	Mob3b
EPHX3	Ephx3
CYBRD1	Cybrd1
PHC3	Phc3
CCDC170	Ccdc170
FAAP100	Faap100
COL27A1	Col27a1
TRIL	Tril
TUBB6	Tubb6
HORMAD1	Hormad1
CAB39L	Cab39l
INTS4	Ints4
DCLK2	Dclk2
C7orf31	4921507P07Rik
SEPT12	Sept12
SELENOO	Selenoo
ETNPPL	Etnppl
MTFR2	Mtfr2
LMNTD1	Lmntd1
TKTL2	Tktl2
CANT1	Cant1
IER5L	Ier5l
TMPRSS5	Tmprss5
SLC26A5	Slc26a5
TUBB1	Tubb1
CCNL2	Ccnl2
SLC25A31	Slc25a31
AMMECR1L	Ammecr1l
FAM57B	Fam57b
FAM186B	Fam186b
PPP4R3A	Ppp4r3a
TMEM87B	Tmem87b
MFSD5	Mfsd5
LCN8	Lcn8
LDHAL6B	Ldhal6b
CSMD1	Csmd1
CACTIN	Cactin
THOC2	Thoc2
GIMAP8	Gimap8
SLC9A9	Slc9a9
CYP4F22	Cyp4f39
SLC45A4	Slc45a4
SEC24A	Sec24a
DNAJB13	Dnajb13
PPP2R1B	Ppp2r1b
ACSM2A	Acsm2
SLC37A1	Slc37a1
DCLK3	Dclk3
LCTL	Lctl
HERC6	Herc6
YPEL2	Ypel2
GGT7	Ggt7
OBSCN	Obscn
FMNL2	Fmnl2
ATG4A	Atg4a
NREP	Nrep
MTSS1L	Mtss1l
NAXE	Naxe
DOCK11	Dock11
CC2D1B	Cc2d1b
ATP10B	Atp10b
OSCP1	Oscp1
PHLPP2	Phlpp2
CLEC16A	Clec16a
RAPH1	Raph1
SPNS2	Spns2
PAQR3	Paqr3
KCNC2	Kcnc2
ABCA6	Abca6
UAP1L1	Uap1l1
MSRB3	Msrb3
SLC29A4	Slc29a4
USP51	Usp51
PAPLN	Papln
HSD17B13	Hsd17b13
PGLYRP3	Pglyrp3
TMEM132D	Tmem132d
KCNE2	Kcne2
AASDH	Aasdh
TTC30B	Ttc30b
SLC16A13	Slc16a13
RSPH4A	Rsph4a
GLB1L2	Glb1l2
GALM	Galm
LIPH	Liph
OTOA	Otoa
CFAP45	Cfap45
TMEM67	Tmem67
TEKT5	Tekt5
RMDN2	Rmdn2
CES4A	Ces4a
OR6C2	Olfr791
OR7C2	Olfr1356
OR5C1	Olfr368
OR4Q3	Olfr735
OR2B11	Olfr222
OR10C1	Olfr95
OR10Z1	Olfr419
OR5P2	Olfr502
OR5L2	Olfr1156
OR10A2	Olfr714
OR52N1	Olfr669
ORAI3	Orai3
TYW5	Tyw5
ATP6V0D2	Atp6v0d2
SLC44A5	Slc44a5
PAOX	Paox
SLC36A2	Slc36a2
COL23A1	Col23a1
DNAH17	Dnah17
DNAH2	Dnah2
FLYWCH1	Flywch1
ADGRG4	Adgrg4
PATJ	Patj
ZNF628	Zfp628
SPIRE2	Spire2
ZNF609	Zfp609
ZNF454	Zfp454
DIP2B	Dip2b
CERS6	Cers6
SLC9A4	Slc9a4
MKX	Mkx
GLB1L3	Glb1l3
FAM98B	Fam98b
SIX5	Six5
NWD1	Nwd1
CCDC157	Ccdc157
CAPS2	Caps2
ACSM4	Acsm4
THEMIS	Themis
OPN5	Opn5
OR2H1	Olfr91
ZNF705A	Clec4a1
CHD8	Chd8
OTUD6A	Otud6a
SLC2A7	Slc2a7
ARID3C	Arid3c
CXorf22	Gm7173
CASP16P	Casp16-ps
BTBD11	Btbd11
KIF7	Kif7
TMEM136	Tmem136
MAGEB16	Mageb16
ATG9B	Atg9b
NUGGC	Nuggc
OR9Q1	Olfr1500
GALNT9	Galnt9
TMEM8B	Tmem8b
OR1I1	Olfr1357
OR52B6	Olfr618
TMEM170B	Tmem170b
DNAJC4	Dnajc4
GREB1L	Greb1l
ATP2C2	Atp2c2
KPNA7	Kpna7
CEP192	Cep192
UBAP2	Ubap2
ARSB	Arsb
CD36	Cd36
CLCN5	Clcn5
COL1A1	Col1a1
CYP17A1	Cyp17a1
SLC26A2	Slc26a2
HOXA13	Hoxa13
SLC11A1	Slc11a1
ADH1C	Adh1
ALDH3B1	Aldh3b1
CYP2B6	Cyp2b10
CYP2F1	Cyp2f2
GRIK3	Grik3
CYP4F3	Cyp4f13
OR52K2	Olfr552
OR5M8	Olfr1031
OR5T2	Olfr1086
OR13C3	Olfr273
OR2T1	Olfr31
OR2T6	Olfr720
OR10K2	Olfr370
OR4F6	Olfr1310
OR4F15	Olfr1309
OR6C75	Olfr790
OR5H2	Olfr196
OR1L6	Olfr365
OR8K5	Olfr1053
OR4K1	Olfr728
OR5AS1	Olfr1111
C18orf32	BC031181
RASL11B	Rasl11b
PRM3	Prm3
FTH1	Fth1
UACA	Uaca
FER	Fer
SLC2A3	Slc2a3
PDGFB	Pdgfb
CES5A	Ces5a
HSP90AB1	Hsp90ab1
HSPA14	Hspa14
AKR1E2	Akr1e1
CCNB2	Ccnb2
ZNF622	Zfp622
SLC2A4	Slc2a4
ACACB	Acacb
ADAM8	Adam8
ANG	Ang
CD27	Cd27
DNASE1L2	Dnase1l2
DPYSL2	Dpysl2
DSCAM	Dscam
FPR2	Fpr2
GALR1	Galr1
GRID2	Grid2
ICAM4	Icam4
ACTG1	Actg1
C9	C9
CDK2	Cdk2
IGFL3	Igfl3
E2F3	E2f3
ENO2	Eno2
GNAI1	Gnai1
NEK2	Nek2
OVGP1	Ovgp1
SERPINB8	Serpinb8
SEPT5	Sept5
PTPN3	Ptpn3
CLIP1	Clip1
SHB	Shb
SLC2A5	Slc2a5
SPTA1	Spta1
SSBP1	Ssbp1
TEAD4	Tead4
SLC30A3	Slc30a3
ACOX2	Acox2
MAD1L1	Mad1l1
PCDHGB4	Pcdhgb4
ABCB11	Abcb11
GALNT4	Galnt4
B3GALT2	B3galt2
IQGAP1	Iqgap1
TMPRSS11D	Tmprss11d
CBLN1	Cbln1
CETN3	Cetn3
DTX1	Dtx1
GP5	Gp5
HNRNPC	Hnrnpc
SLC16A4	Slc16a4
TAOK2	Taok2
PCBP2	Pcbp2
SCD	Scd1
PGLYRP1	Pglyrp1
BRD2	Brd2
CACNA1F	Cacna1f
CBFA2T3	Cbfa2t3
DLX3	Dlx3
EGFR	Egfr
GPR21	Gpr21
MAF	Maf
HSF1	Hsf1
ACSM3	Acsm3
GPR52	Gpr52
ABCC4	Abcc4
CARMIL3	Carmil3
AKR1A1	Akr1a1
NTN3	Ntn3
SEC23B	Sec23b
CAP1	Cap1
IFITM2	Ifitm2
MAP3K2	Map3k2
SDCCAG3	Sdccag3
SOX15	Sox15
ZNF175	Zfp715
GLIPR2	Glipr2
SLC25A37	Slc25a37
PDCL2	Pdcl2
CSNK1D	Csnk1d
SLC25A42	Slc25a42
AATK	Aatk
ADAM12	Adam12
DTNB	Dtnb
EVX2	Evx2
PGM5	Pgm5
PTPN20	Ptpn20
TRPC5	Trpc5
ADAM19	Adam19
CACNA2D3	Cacna2d3
DAPK2	Dapk2
ADAM18	Adam18
EYA1	Eya1
HMG20B	Hmg20b
HNRNPAB	Hnrnpab
MAPT	Mapt
PCDH10	Pcdh10
PDCD11	Pdcd11
PTPN18	Ptpn18
RASGRF1	Rasgrf1
SLC30A4	Slc30a4
FOXL2	Foxl2
TPSG1	Tpsg1
OR3A3	Olfr411
KLK5	Klk5
SCN2A	Scn2a
SLC16A8	Slc16a8
TRHDE	Trhde
TMEM2	Tmem2
NRG2	Nrg2
RUSC1	Rusc1
NMNAT2	Nmnat2
SLC9A8	Slc9a8
NIPSNAP3A	Nipsnap3b
PNKD	Pnkd
RGS22	Rgs22
ATP11A	Atp11a
HS6ST1	Hs6st1
PALLD	Palld
LUC7L3	Luc7l3
INPP5K	Inpp5k
TLR7	Tlr7
INO80	Ino80
PPP1R12C	Ppp1r12c
TMEM132A	Tmem132a
SLC38A4	Slc38a4
ANO1	Ano1
ADI1	Adi1
ACOXL	Acoxl
GIMAP4	Gimap4
CFAP44	Cfap44
SLC16A10	Slc16a10
PHC2	Phc2
PCDHA1	Pcdha1
PCDHA11	Pcdha11
PCDHA6	Pcdha6
PCDHGA3	Pcdhga3
PCDHGB7	Pcdhgb7
PCDHB4	Pcdhb5
ZDHHC13	Zdhhc13
TRO	Tro
SLCO1B3	Slco1b2
NGEF	Ngef
CASS4	Cass4
CPA6	Cpa6
ADCY2	Adcy2
COL20A1	Col20a1
RDH14	Rdh14
C6orf47	D17H6S53E
STK32C	Stk32c
TESC	Tesc
SHANK3	Shank3
CEP295NL	Cep295nl
CHIA	Chia1
CELF5	Celf5
THADA	Thada
ABCG4	Abcg4
EDDM3B	Eddm3b
FANCF	Fancf
CTBP2	Ctbp2
CACNB2	Cacnb2
LBHD1	Lbhd1
CA13	Car13
GLB1L	Glb1l
HAUS3	Haus3
CYP2R1	Cyp2r1
MCTP1	Mctp1
BBOF1	Bbof1
TRIB1	Trib1
ERICH2	Erich2
NACC2	Nacc2
FAM122A	Fam122a
MRNIP	Mrnip
GOLT1A	Golt1a
EQTN	Eqtn
DMRTC2	Dmrtc2
FAM110C	Fam110c
PHYKPL	Phykpl
CYP2S1	Cyp2s1
USP50	Usp50
PRPS1L1	Prps1l1
C11orf97	1700012B09Rik
SPATC1L	Spatc1l
OSBP2	Osbp2
STK33	Stk33
ZNF93	Zfp457
HNRNPDL	Hnrnpdl
FAM107B	Fam107b
TAS1R2	Tas1r2
KCNK16	Kcnk16
FAM160A2	Fam160a2
ATP13A4	Atp13a4
ACCS	Accs
TMEM141	Tmem141
CDC14A	Cdc14a
CNNM4	Cnnm4
LIPK	Lipk
CYP4X1	Cyp4x1
HIST3H2BB	Hist3h2bb-ps
GMDS	Gmds
AK5	Ak5
PRMT8	Prmt8
SLC36A3	Slc36a3
IPMK	Ipmk
SLC7A14	Slc7a14
MAP3K9	Map3k9
LY6G6D	Ly6g6d
FBXW11	Fbxw11
TSGA13	Tsga13
ARHGAP33	Arhgap33
TCF23	Tcf23
KLF14	Klf14
PRX	Prx
SLC17A9	Slc17a9
TMEM132C	Tmem132c
UROC1	Uroc1
SERPINB4	Serpinb3a
SLC25A45	Slc25a45
CTSV	Ctsl
MBNL2	Mbnl2
RBBP8NL	Rbbp8nl
ASB16	Asb16
WISP3	Wisp3
OSCAR	Oscar
SYCE1	Syce1
GIPC3	Gipc3
KRT25	Krt25
C14orf80	4930427A07Rik
PRSS33	Prss33
CEP290	Cep290
CALML4	Calml4
CFAP58	Cfap58
OSBPL2	Osbpl2
BTBD16	Btbd16
CAPN12	Capn12
UBE2E2	Ube2e2
DACT3	Dact3
DNAJB7	Dnajb7
ZNF563	Zfp563
AHCYL1	Ahcyl1
NAGS	Nags
CPLX3	Cplx3
GLIS1	Glis1
WFDC9	Wfdc9
ZNF362	Zfp362
CCDC17	Ccdc17
SCFD2	Scfd2
MLKL	Mlkl
APCDD1	Apcdd1
CATSPER2	Catsper2
MFSD4B	Mfsd4b1
ATP13A5	Atp13a5
FAM71A	Fam71a
USH1C	Ush1c
PLEKHG3	Plekhg3
TTLL11	Ttll11
CCDC134	Ccdc134
SH3RF3	Sh3rf3
SSC5D	Ssc5d
DPY19L2	Dpy19l2
LOC100506944	Csnka2ip
KLK15	Klk15
PLXNA4	Plxna4
CCDC71L	Ccdc71l
CCDC169	Ccdc169
CCDC187	Ccdc187
ITPRIPL1	Itpripl1
ACTL9	Actl9
PIRT	Pirt
RADIL	Radil
TM6SF2	Tm6sf2
C2orf50	2410004P03Rik
MAMSTR	Mamstr
IZUMO1	Izumo1
CYP2U1	Cyp2u1
FAM189A1	Fam189a1
PRSS46	Prss46
RGS11	Rgs11
ESPNL	Espnl
TMEM95	Tmem95
ASTN2	Astn2
MS4A13	Ms4a13
CIDEA	Cidea
TBC1D10C	Tbc1d10c
ENTPD8	Entpd8
LIPI	Lipi
C2CD4A	C2cd4a
TEX43	Tex43
XKRX	Xkrx
PLA2G4F	Pla2g4f
SIPA1L3	Sipa1l3
TNIK	Tnik
FHAD1	Fhad1
LRRC38	Lrrc38
TMCO2	Tmco2
C7orf57	Gm11992
ZC2HC1B	Zc2hc1b
PABPC1L	Pabpc1l
SPOPL	Spopl
LRRC69	Lrrc69
NANOG	Nanog
C4orf51	1700011L22Rik
TMEM231	Tmem231
C2CD4B	C2cd4b
DHRSX	Dhrsx
ARL13A	Arl13a
LINGO3	Lingo3
SLC10A5	Slc10a5
KCNQ4	Kcnq4
MTUS2	Mtus2
GSG1L	Gsg1l
PHF21B	Phf21b
MAJIN	Majin
C3orf70	2510009E07Rik
OCIAD2	Ociad2
PVRIG	Pvrig
PTCHD4	Ptchd4
HIP1R	Hip1r
IRGM	Irgm2
CCDC160	Ccdc160
FAM92B	Fam92b
UPK3BL1	Upk3bl
C19orf24	1600002K03Rik
RNF225	Rnf225
C10orf128	1810011H11Rik
INSC	Insc
C1orf189	1700094D03Rik
OR2L2	Olfr167
UTP14C	Utp14b
RGS7BP	Rgs7bp
FBXL21	Fbxl21
C8orf88	Gm11837
TMEM200C	Tmem200c
WDR38	Wdr38
C3orf84	BC048562
SMCO3	Smco3
ETV3L	Etv3l
RNASE13	Rnase13
CCDC175	Ccdc175
SPIB	Spib
CCDC152	Ccdc152
OR5K4	Olfr180
OR5AK2	Olfr993
OR10W1	Olfr1490
LMTK3	Lmtk3
OR5D14	Olfr1162
KDM5C	Kdm5c
EEF1AKMT3	Eef1akmt3
ARRDC2	Arrdc2
KLHL3	Klhl3
RBM38	Rbm38
DSCAML1	Dscaml1
FBRS	Fbrs
DPPA2	Dppa2
SPX	Spx
DGAT2L6	Dgat2l6
SGK494	BC030499
CIART	Ciart
OSBPL7	Osbpl7
OR5J2	Olfr1052
DTWD2	Dtwd2
DCDC5	Dcdc5
TMEM200B	Tmem200b
PRDM6	Prdm6
RNF165	Rnf165
C6orf163	Gm136
C9orf84	AI481877
CCDC167	Ccdc167
CTU2	Ctu2
FBXL17	Fbxl17
PRSS56	Prss56
WI2-2373I1.2	Gm5294
GMNC	Gmnc
CCDC189	Ccdc189
C20orf202	Tmem74bos
PRSS53	Prss53
CTSA	Ctsa
ATP2A2	Atp2a2
COX10	Cox10
CSTF2	Cstf2
LCP1	Lcp1
STX3	Stx3
DPEP1	Dpep1
SPOCK1	Spock1
CYP4F8	Cyp4f15
TAPT1	Tapt1
RPTOR	Rptor
H2AFZ	H2afz
CSTF2T	Cstf2t
CPVL	Cpvl
DPH6	Dph6
UFSP1	Ufsp1
TMPRSS4	Tmprss4
GPR107	Gpr107
ZNF703	Zfp703
OR4C15	Olfr1211
OR10G9	Olfr979
OR10G4	Olfr980
OR4C6	Olfr1230
OR7D4	Olfr39
OR51F2	Olfr568
OR52E4	Olfr677
TACC3	Tacc3
CEPT1	Cept1
SLC10A7	Slc10a7
RIMS2	Rims2
EID3	Eid3
PISD	Pisd
ZDHHC2	Zdhhc2
EHD1	Ehd1
STOM	Stom
CRISP1	Crisp4
BCAT2	Bcat2
NPM1	Npm1
SLC22A4	Slc22a4
RPS6KB1	Rps6kb1
SNN	Snn
CUL4A	Cul4a
MRPL33	Mrpl33
PPP4R1	Ppp4r1
BCL3	Bcl3
PAPSS1	Papss1
INMT	Inmt
ZDHHC15	Zdhhc15
BRD3	Brd3
LHB	Lhb
SIN3B	Sin3b
CPNE6	Cpne6
MAFG	Mafg
TEAD3	Tead3
ZNF585A	Zfp27
AGO2	Ago2
AGO1	Ago1
SIRT3	Sirt3
PRPF40B	Prpf40b
GRIK4	Grik4
UBQLN2	Ubqln2
EHD3	Ehd3
ACTL6B	Actl6b
CCDC106	Ccdc106
CRK	Crk
MBD5	Mbd5
PCDHGA4	Pcdhga4
PCDHGB1	Pcdhgb1
PCDHGB3	Pcdhgb8
BARHL1	Barhl1
CYP4F12	Cyp4f14
PCDHB16	Pcdhb17
UBE2V1	Ube2v1
TPM3	Tpm3
GNG13	Gng13
S100PBP	S100pbp
AUNIP	Aunip
ZMAT4	Zmat4
CATSPERB	Catsperb
TREML2	Treml2
ZBTB46	Zbtb46
HNRNPK	Hnrnpk
TOMM6	Tomm6
LYZL1	Lyzl1
LRRC18	Lrrc18
PPP2R2D	Ppp2r2d
CASTOR1	Gatsl3
VSIR	Vsir
C16orf95	1700018B08Rik
TRAPPC9	Trappc9
C7orf34	1700034O15Rik
B3GNT4	B3gnt4
ADAMTS10	Adamts10
MYO7B	Myo7b
TSLP	Tslp
HHIPL1	Hhipl1
STRN3	Strn3
PLB1	Plb1
FAM131A	Fam131a
CCDC85C	Ccdc85c
ACBD7	Acbd7
MPIG6B	G6b
COPS9	Cops9
FAT3	Fat3
PATL1	Patl1
TTC24	Ttc24
HYLS1	Hyls1
NAPRT	Naprt
OR4D10	Olfr1424
OR4C12	Olfr1255
OR4C46	Olfr1258
LCORL	Lcorl
PANX3	Panx3
ZXDC	Zxdc
FAM217A	Fam217a
C17orf78	Gm11437
EPOP	Epop
FAM72A	Fam72a
ZNF770	Zfp770
KIAA1147	E330009J07Rik
CDHR4	Cdhr4
BHLHA9	Bhlha9
ABLIM2	Ablim2
SMTNL2	Smtnl2
DIXDC1	Dixdc1
C20orf85	1700021F07Rik
MTMR11	Mtmr11
BTBD8	Btbd8
KCTD2	Kctd2
FOXO6	Foxo6
ANKRD17	Ankrd17
RNF148	Rnf148
INF2	Inf2
FOXK1	Foxk1
IQSEC1	Iqsec1
RFX8	Rfx8
ALKAL1	Alkal1
HS3ST4	Hs3st4
RGS21	Rgs21
FAM162B	Fam162b
BRD9	Brd9
CCDC62	Ccdc62
ZNF580	Zfp580
SYNDIG1L	Syndig1l
FFAR3	Ffar3
ARHGEF16	Arhgef16
SFMBT2	Sfmbt2
LACTBL1	Lactbl1
RBM4	Rbm4
PRDM11	Prdm11
AADACL4	Aadacl4
CFAP99	Cfap99
CXorf66	Gm7073
URAD	Urad
ADAMTS6	Adamts6
SBK3	Sbk3
SMIM20	Smim20
MYO1H	Myo1h
RAD21L1	Rad21l
DCDC2B	Dcdc2b
TRAPPC3L	Trappc3l
FAM159A	Fam159a
C8orf48	AI429214
ANKRD34A	Ankrd34a
COA5	Coa5
OR52H1	Olfr648
EIF4B	Eif4b
GPR17	Gpr17
RPS29	Rps29
FCRLB	Fcrlb
AIM2	Aim2
FOXD4	Foxd4
SORBS1	Sorbs1
H2AFV	H2afv
FAM155B	Tmem28
TAOK3	Taok3
ZKSCAN7	Zkscan7
ANGPTL8	Angptl8
DOCK6	Dock6
SORBS2	Sorbs2
LILRA5	Lilra5
UBL5	Ubl5
TAF7L	Taf7l
HMGB4	Hmgb4
SPAG11B	Spag11b
DEFB129	Defb23
SPOCD1	Spocd1
OR9G1	Olfr1014
OR9A2	Olfr459
POU5F2	Pou5f2
NXPE4	Nxpe4
FAM155A	Fam155a
WDFY4	Wdfy4
ABCB5	Abcb5
SMAGP	Smagp
ZSWIM6	Zswim6
REC114	Rec114
PTPRQ	Ptprq
NDUFAF8	Ndufaf8
LRRC71	Lrrc71
MCIDAS	Mcidas
PROB1	Prob1
TMEM253	Tmem253
LMO7	Lmo7
C10orf62	4933411K16Rik
C11orf96	Gm13889
CLRN2	Clrn2
UQCC3	Uqcc3
OR2S2	Olfr155
STON2	Ston2
PYGL	Pygl
UBE2E1	Ube2e1
PRKCH	Prkch
NR2E3	Nr2e3
STK26	Stk26
C11orf98	1810009A15Rik
NEK8	Nek8
RNF7	Rnf7
OR4K15	Olfr727
CHTF8	Chtf8
CREM	Crem
GRTP1	Grtp1
TUSC1	Tusc1
CYS1	Cys1
CLEC6A	Clec4n
TCHHL1	Tchhl1
HS3ST6	Hs3st6
PPP1R13L	Ppp1r13l
SERP2	Serp2
RNASE12	Rnase12
CENPW	Cenpw
SPRN	Sprn
FAM229B	Fam229b
CPNE9	Cpne9
AKR1C4	Akr1c6
SHROOM2	Shroom2
SBF1	Sbf1
DLEC1	Dlec1
SYNGAP1	Syngap1
OSBPL1A	Osbpl1a
RPTN	Rptn
ZFP30	Zfp30
RALGAPA1	Ralgapa1
NKRF	Nkrf
DIAPH3	Diaph3
ZBED5	Zbed5
GPBP1L1	Gpbp1l1
LPIN3	Lpin3
TEX22	Tex22
CASTOR2	Gatsl2
KRTAP3-1	Krtap3-1
AGBL4	Agbl4
SLC35E2B	Slc35e2
KCNQ1	Kcnq1
TRABD2B	Trabd2b
FAM160A1	Fam160a1
MICALL2	Micall2
ANKAR	Ankar
MIA3	Mia3
FAM83G	Fam83g
PLCH2	Plch2
C19orf67	1700067K01Rik
SMIM5	Smim5
SCX	Scx
PRR19	Prr19
SMIM23	Smim23
FER1L5	Fer1l5
RAB42	Rab42
RAD51AP2	Rad51ap2
GFY	Gfy
MICAL3	Mical3
MROH2A	Mroh2a
GRXCR2	Grxcr2
TMEM229A	Tmem229a
ARL14EPL	Arl14epl
ZAR1L	Zar1l
PDZRN4	Pdzrn4
FAM133B	Fam133b
FAM196A	Fam196a
CTXN3	Ctxn3
CATSPERZ	Catsperz
CCER2	Ccer2
SVIP	Svip
SYCE3	Syce3
AKAIN1	Akain1
KIAA0754	D830031N03Rik
C15orf62	Gm14137
TMEM88B	Tmem88b
RPS6	Rps6
ZNF780B	Zfp780b
VN1R2	Vmn1r224
MACROD2	Macrod2
DCUN1D2	Dcun1d2
SERF2	Serf2
ACCSL	Accsl
SELENOH	Selenoh
PATE2	Pate2
IL20RB	Il20rb
DUSP22	Dusp22
MORF4L1	Morf4l1
POLR2K	Polr2k
ATP5L	Atp5l
NECTIN2	Nectin2
ISOC2	Isoc2a
MRGPRX4	Mrgprx1
UGT1A3	Ugt1a2
FAM124A	Fam124a
MRGPRX1	Mrgprb2
C2CD4D	C2cd4d
SYCE1L	Syce1l
ATAD2B	Atad2b
ZNF407	Zfp407
NBEAL2	Nbeal2
TEX28	Tex28
F11	F11
DEFB116	Defb29
